Area,Item,Year,Export Quantity,Export Value,Import Quantity,Import Value,Price per Unit (USD/t),Category
Europe,"Abaca, manila hemp, raw",1961,549.0,234.0,33520.0,13908.0,0.4262295081967213,Other
Europe,"Abaca, manila hemp, raw",1962,426.0,164.0,34522.0,12506.0,0.38497652582159625,Other
Europe,"Abaca, manila hemp, raw",1963,669.0,257.0,40884.0,14934.0,0.3841554559043348,Other
Europe,"Abaca, manila hemp, raw",1964,563.0,203.0,40902.0,15892.0,0.3605683836589698,Other
Europe,"Abaca, manila hemp, raw",1965,609.0,174.0,28503.0,10186.0,0.2857142857142857,Other
Europe,"Abaca, manila hemp, raw",1966,275.0,94.0,24670.0,7724.0,0.3418181818181818,Other
Europe,"Abaca, manila hemp, raw",1967,84.0,26.0,21080.0,6076.0,0.30952380952380953,Other
Europe,"Abaca, manila hemp, raw",1968,163.0,47.0,18091.0,5144.0,0.2883435582822086,Other
Europe,"Abaca, manila hemp, raw",1969,201.0,64.0,18214.0,5542.0,0.31840796019900497,Other
Europe,"Abaca, manila hemp, raw",1970,195.0,75.0,16811.0,6418.0,0.38461538461538464,Other
Europe,"Abaca, manila hemp, raw",1971,144.0,49.0,15996.0,6162.0,0.3402777777777778,Other
Europe,"Abaca, manila hemp, raw",1972,63.0,26.0,13767.0,5786.0,0.4126984126984127,Other
Europe,"Abaca, manila hemp, raw",1973,115.0,59.0,14794.0,6934.0,0.5130434782608696,Other
Europe,"Abaca, manila hemp, raw",1974,167.0,149.0,18350.0,19218.0,0.8922155688622755,Other
Europe,"Abaca, manila hemp, raw",1975,137.0,165.0,8453.0,7081.0,1.2043795620437956,Other
Europe,"Abaca, manila hemp, raw",1976,24.0,28.0,11732.0,8226.0,1.1666666666666667,Other
Europe,"Abaca, manila hemp, raw",1977,191.0,154.0,12240.0,8361.0,0.806282722513089,Other
Europe,"Abaca, manila hemp, raw",1978,48.0,61.0,11717.0,7657.0,1.2708333333333333,Other
Europe,"Abaca, manila hemp, raw",1979,230.0,131.0,11680.0,10513.0,0.5695652173913044,Other
Europe,"Abaca, manila hemp, raw",1980,80.0,151.0,9638.0,11244.0,1.8875,Other
Europe,"Abaca, manila hemp, raw",1981,128.0,244.0,9732.0,10510.0,1.90625,Other
Europe,"Abaca, manila hemp, raw",1982,175.0,232.0,12079.0,12530.0,1.3257142857142856,Other
Europe,"Abaca, manila hemp, raw",1983,98.0,80.0,14083.0,13816.0,0.8163265306122449,Other
Europe,"Abaca, manila hemp, raw",1984,210.0,288.0,20620.0,25405.0,1.3714285714285714,Other
Europe,"Abaca, manila hemp, raw",1985,14.0,25.0,14101.0,17318.0,1.7857142857142858,Other
Europe,"Abaca, manila hemp, raw",1986,247.0,252.0,13157.0,13261.0,1.0202429149797572,Other
Europe,"Abaca, manila hemp, raw",1987,162.0,143.0,12492.0,12054.0,0.8827160493827161,Other
Europe,"Abaca, manila hemp, raw",1988,145.0,363.0,12137.0,14745.0,2.503448275862069,Other
Europe,"Abaca, manila hemp, raw",1989,93.0,202.0,11613.0,14278.0,2.172043010752688,Other
Europe,"Abaca, manila hemp, raw",1990,84.0,180.0,13403.0,16036.0,2.142857142857143,Other
Europe,"Abaca, manila hemp, raw",1991,253.0,411.0,13214.0,19881.0,1.6245059288537549,Other
Europe,"Abaca, manila hemp, raw",1992,58.0,199.0,15743.0,22995.0,3.4310344827586206,Other
Europe,"Abaca, manila hemp, raw",1993,29.0,164.0,12559.0,16512.0,5.655172413793103,Other
Europe,"Abaca, manila hemp, raw",1994,78.0,401.0,16063.0,20710.0,5.141025641025641,Other
Europe,"Abaca, manila hemp, raw",1995,87.0,337.0,15814.0,22461.0,3.8735632183908044,Other
Europe,"Abaca, manila hemp, raw",1996,56.0,283.0,15255.0,21851.0,5.053571428571429,Other
Europe,"Abaca, manila hemp, raw",1997,44.0,206.0,15325.0,22233.0,4.681818181818182,Other
Europe,"Abaca, manila hemp, raw",1998,28.0,179.0,15981.0,21636.0,6.392857142857143,Other
Europe,"Abaca, manila hemp, raw",1999,73.0,567.0,18590.0,22902.0,7.767123287671233,Other
Europe,"Abaca, manila hemp, raw",2000,245.0,824.0,21756.13,26124.0,3.363265306122449,Other
Europe,"Abaca, manila hemp, raw",2001,107.0,196.0,18653.0,14037.0,1.8317757009345794,Other
Europe,"Abaca, manila hemp, raw",2002,127.0,291.0,16503.0,15366.0,2.2913385826771653,Other
Europe,"Abaca, manila hemp, raw",2003,626.0,656.0,17806.0,17887.0,1.0479233226837061,Other
Europe,"Abaca, manila hemp, raw",2004,111.0,273.0,19321.0,20793.0,2.4594594594594597,Other
Europe,"Abaca, manila hemp, raw",2005,216.0,426.0,15281.0,16470.0,1.9722222222222223,Other
Europe,"Abaca, manila hemp, raw",2006,131.0,419.0,15392.0,16571.0,3.198473282442748,Other
Europe,"Abaca, manila hemp, raw",2007,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2008,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2009,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2010,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2011,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2012,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2013,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2014,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2015,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2016,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2017,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2018,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2019,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2020,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2021,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Abaca, manila hemp, raw",2022,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1961,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1962,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1963,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1964,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1965,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1966,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1967,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1968,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1969,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1970,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1971,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1972,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1973,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1974,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1975,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1976,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1977,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1978,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1979,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1980,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1981,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1982,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1983,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1984,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1985,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1986,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1987,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1988,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1989,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1990,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1991,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1992,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1993,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1994,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1995,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1996,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1997,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1998,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",1999,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2000,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2001,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2002,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2003,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2004,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2005,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2006,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2007,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2008,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2009,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2010,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2011,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2012,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2013,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2014,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2015,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2016,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2017,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2018,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2019,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2020,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2021,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,0.0,0.0,0.0,Other
Europe,"Almonds, in shell",1961,4455.0,1712.0,5762.0,6111.0,0.38428731762065094,Other
Europe,"Almonds, in shell",1962,4364.0,2442.0,6840.0,8836.0,0.5595783684692942,Other
Europe,"Almonds, in shell",1963,4352.0,2572.0,5271.0,8048.0,0.5909926470588235,Other
Europe,"Almonds, in shell",1964,3796.0,2515.0,5894.0,8646.0,0.6625395152792413,Other
Europe,"Almonds, in shell",1965,4019.0,2303.0,6032.0,9045.0,0.5730281164468773,Other
Europe,"Almonds, in shell",1966,4958.0,2864.0,5784.0,8586.0,0.5776522791448164,Other
Europe,"Almonds, in shell",1967,4579.0,2651.0,5439.0,8032.0,0.5789473684210527,Other
Europe,"Almonds, in shell",1968,3413.0,1984.0,5573.0,8122.0,0.5813067682390859,Other
Europe,"Almonds, in shell",1969,2323.0,1559.0,5284.0,8725.0,0.6711149375807146,Other
Europe,"Almonds, in shell",1970,2333.0,1465.0,4791.0,8403.0,0.6279468495499357,Other
Europe,"Almonds, in shell",1971,2653.0,1843.0,4761.0,8107.0,0.6946852619675838,Other
Europe,"Almonds, in shell",1972,3365.0,2571.0,4556.0,8772.0,0.7640416047548291,Other
Europe,"Almonds, in shell",1973,2416.0,2842.0,4209.0,11609.0,1.1763245033112584,Other
Europe,"Almonds, in shell",1974,2330.0,2558.0,3884.0,12102.0,1.0978540772532188,Other
Europe,"Almonds, in shell",1975,2705.0,2598.0,4644.0,11028.0,0.9604436229205175,Other
Europe,"Almonds, in shell",1976,2965.0,2485.0,4514.0,9937.0,0.8381112984822934,Other
Europe,"Almonds, in shell",1977,2362.0,2480.0,5274.0,13252.0,1.0499576629974599,Other
Europe,"Almonds, in shell",1978,2859.0,3828.0,5144.0,17718.0,1.3389296956977965,Other
Europe,"Almonds, in shell",1979,2685.0,4614.0,815.0,3932.0,1.7184357541899442,Other
Europe,"Almonds, in shell",1980,2288.0,4899.0,833.0,4011.0,2.1411713286713288,Other
Europe,"Almonds, in shell",1981,7123.0,20848.0,934.0,3775.0,2.926856661519023,Other
Europe,"Almonds, in shell",1982,2449.0,2682.0,1077.0,3341.0,1.0951408738260515,Other
Europe,"Almonds, in shell",1983,2218.0,1951.0,1203.0,4071.0,0.8796212804328224,Other
Europe,"Almonds, in shell",1984,1989.0,2160.0,809.0,3184.0,1.085972850678733,Other
Europe,"Almonds, in shell",1985,2565.0,2545.0,1121.0,3441.0,0.9922027290448343,Other
Europe,"Almonds, in shell",1986,1401.0,2489.0,1029.0,4020.0,1.7765881513204853,Other
Europe,"Almonds, in shell",1987,1572.0,2649.0,1220.0,6742.0,1.6851145038167938,Other
Europe,"Almonds, in shell",1988,3020.0,6760.0,7889.0,19568.0,2.23841059602649,Other
Europe,"Almonds, in shell",1989,3112.0,6198.0,7093.0,17604.0,1.9916452442159382,Other
Europe,"Almonds, in shell",1990,3150.0,7267.0,7182.0,18694.0,2.306984126984127,Other
Europe,"Almonds, in shell",1991,2610.0,5069.0,6856.0,17449.0,1.9421455938697318,Other
Europe,"Almonds, in shell",1992,2388.0,5510.0,5708.0,14968.0,2.3073701842546064,Other
Europe,"Almonds, in shell",1993,3060.0,7747.0,5095.0,15757.0,2.5316993464052286,Other
Europe,"Almonds, in shell",1994,3860.0,7183.0,6835.0,20949.0,1.860880829015544,Other
Europe,"Almonds, in shell",1995,3586.0,7867.0,5715.0,20364.0,2.193809258226436,Other
Europe,"Almonds, in shell",1996,3221.0,6942.0,9516.0,29667.0,2.1552312946289973,Other
Europe,"Almonds, in shell",1997,4302.0,9264.0,8991.0,23973.0,2.1534170153417014,Other
Europe,"Almonds, in shell",1998,3760.0,8723.0,8620.0,20190.0,2.3199468085106383,Other
Europe,"Almonds, in shell",1999,3397.0,6289.0,6197.0,13816.0,1.8513394171327642,Other
Europe,"Almonds, in shell",2000,5223.84,9160.0,7963.88,14132.0,1.7534993414805966,Other
Europe,"Almonds, in shell",2001,4971.0,8311.0,8501.0,14676.0,1.671897002615168,Other
Europe,"Almonds, in shell",2002,6969.0,12641.0,9781.0,17934.0,1.81389008466064,Other
Europe,"Almonds, in shell",2003,4494.0,14109.0,8301.0,22060.0,3.1395193591455275,Other
Europe,"Almonds, in shell",2004,4502.0,19703.0,9231.0,29367.0,4.376499333629498,Other
Europe,"Almonds, in shell",2005,5766.0,33454.0,11565.0,38052.0,5.8019424210891435,Other
Europe,"Almonds, in shell",2006,4737.0,25143.0,8450.0,32562.0,5.307789740341988,Other
Europe,"Almonds, in shell",2007,5174.0,20602.0,7042.0,30765.0,3.981832238113645,Other
Europe,"Almonds, in shell",2008,3777.0,20829.0,5900.0,26699.0,5.514694201747418,Other
Europe,"Almonds, in shell",2009,4692.0,18464.0,7435.0,27335.0,3.9352088661551576,Other
Europe,"Almonds, in shell",2010,4282.0,15185.0,9949.0,40938.0,3.546240074731434,Other
Europe,"Almonds, in shell",2011,3359.0,11741.0,12835.0,61074.0,3.495385531408157,Other
Europe,"Almonds, in shell",2012,8063.0,24380.0,12810.0,51920.0,3.0236884534292447,Other
Europe,"Almonds, in shell",2013,6498.0,31269.0,11313.0,64363.0,4.812096029547553,Other
Europe,"Almonds, in shell",2014,6957.11,37224.0,11990.11,70055.0,5.350497548551051,Other
Europe,"Almonds, in shell",2015,8031.36,25180.0,9018.36,72066.0,3.135209976890589,Other
Europe,"Almonds, in shell",2016,5190.98,22597.0,9589.58,57619.0,4.353127925748125,Other
Europe,"Almonds, in shell",2017,7994.99,30437.0,13202.37,69505.0,3.8070091394735956,Other
Europe,"Almonds, in shell",2018,11080.56,29637.0,11932.89,67051.0,2.674684311984232,Other
Europe,"Almonds, in shell",2019,21642.92,57164.0,28371.19,90936.0,2.6412332531839513,Other
Europe,"Almonds, in shell",2020,25223.43,68507.0,22789.78,90750.0,2.7160065066487786,Other
Europe,"Almonds, in shell",2021,42300.64,138058.0,42581.52,134976.0,3.2637331255508193,Other
Europe,"Almonds, in shell",2022,42342.02,110828.0,38804.3,102686.0,2.617447160055189,Other
Europe,"Almonds, shelled",1961,61731.0,61060.0,61091.0,60215.0,0.9891302587030827,Other
Europe,"Almonds, shelled",1962,57418.0,72081.0,60698.0,77576.0,1.2553728795847992,Other
Europe,"Almonds, shelled",1963,41137.0,61843.0,46857.0,68064.0,1.5033424897294407,Other
Europe,"Almonds, shelled",1964,53316.0,79238.0,56068.0,81487.0,1.4861955135419012,Other
Europe,"Almonds, shelled",1965,52958.0,78754.0,61277.0,86416.0,1.4871029872729333,Other
Europe,"Almonds, shelled",1966,55207.0,80435.0,59022.0,82194.0,1.456971036281631,Other
Europe,"Almonds, shelled",1967,54605.0,79959.0,60069.0,83607.0,1.4643164545371303,Other
Europe,"Almonds, shelled",1968,57717.0,85273.0,64951.0,90979.0,1.4774329920127518,Other
Europe,"Almonds, shelled",1969,54007.0,92878.0,63093.0,103686.0,1.7197400336993354,Other
Europe,"Almonds, shelled",1970,30848.0,58406.0,60023.0,104639.0,1.8933480290456433,Other
Europe,"Almonds, shelled",1971,38493.0,70388.0,68806.0,116010.0,1.828592211570935,Other
Europe,"Almonds, shelled",1972,44709.0,97975.0,75638.0,150571.0,2.1913932317877833,Other
Europe,"Almonds, shelled",1973,42833.0,132557.0,69676.0,200817.0,3.0947400368874467,Other
Europe,"Almonds, shelled",1974,22407.0,76462.0,60721.0,185071.0,3.412415762931227,Other
Europe,"Almonds, shelled",1975,25193.0,63259.0,64456.0,151281.0,2.5109752709085855,Other
Europe,"Almonds, shelled",1976,35467.0,78519.0,78534.0,161501.0,2.213860771985226,Other
Europe,"Almonds, shelled",1977,44987.0,108378.0,92216.0,216194.0,2.409095961055416,Other
Europe,"Almonds, shelled",1978,41104.0,140302.0,91288.0,283700.0,3.413341767224601,Other
Europe,"Almonds, shelled",1979,37675.0,177275.0,88281.0,383781.0,4.705374917053749,Other
Europe,"Almonds, shelled",1980,22699.0,120061.0,96693.0,442427.0,5.289263844222212,Other
Europe,"Almonds, shelled",1981,31022.0,109364.0,95580.0,339974.0,3.5253690929018116,Other
Europe,"Almonds, shelled",1982,49870.0,125126.0,102114.0,266223.0,2.5090435131341486,Other
Europe,"Almonds, shelled",1983,66414.0,194787.0,108487.0,306632.0,2.9329207697172284,Other
Europe,"Almonds, shelled",1984,46605.0,154314.0,105705.0,340909.0,3.3111039588027036,Other
Europe,"Almonds, shelled",1985,33039.0,100622.0,141062.0,369023.0,3.045552226156966,Other
Europe,"Almonds, shelled",1986,45844.0,200131.0,137676.0,459674.0,4.365478579530582,Other
Europe,"Almonds, shelled",1987,40907.0,201571.0,125393.0,544151.0,4.927542963307014,Other
Europe,"Almonds, shelled",1988,22741.0,96703.0,145230.0,494670.0,4.252363572402269,Other
Europe,"Almonds, shelled",1989,44452.0,171206.0,132350.0,470729.0,3.8514802483577792,Other
Europe,"Almonds, shelled",1990,40535.0,154454.0,154398.0,527147.0,3.8103860860984335,Other
Europe,"Almonds, shelled",1991,32555.0,128663.0,149597.0,493811.0,3.952173245277223,Other
Europe,"Almonds, shelled",1992,39991.0,166517.0,152408.0,560812.0,4.163861868920507,Other
Europe,"Almonds, shelled",1993,53399.0,246835.0,138866.0,577782.0,4.622464840165546,Other
Europe,"Almonds, shelled",1994,47814.0,234691.0,154812.0,737770.0,4.908415945120676,Other
Europe,"Almonds, shelled",1995,41719.0,228788.0,152940.0,719686.0,5.484024065773388,Other
Europe,"Almonds, shelled",1996,47622.0,306284.0,170875.0,1038244.0,6.431565242954937,Other
Europe,"Almonds, shelled",1997,56644.0,307224.0,167671.0,879198.0,5.423769507803121,Other
Europe,"Almonds, shelled",1998,53322.0,256815.0,168004.0,733686.0,4.816304714751885,Other
Europe,"Almonds, shelled",1999,55727.0,207959.0,181344.0,621654.0,3.731745832361333,Other
Europe,"Almonds, shelled",2000,52748.75,171308.0,191309.35,547779.0,3.2476219815635443,Other
Europe,"Almonds, shelled",2001,70602.0,199528.0,202905.0,542288.0,2.826095578028951,Other
Europe,"Almonds, shelled",2002,76740.0,267418.0,222631.0,645095.0,3.484727651811311,Other
Europe,"Almonds, shelled",2003,80386.0,338383.0,253820.0,890020.0,4.209476774562734,Other
Europe,"Almonds, shelled",2004,74969.0,424091.0,270446.0,1246593.0,5.656884845736237,Other
Europe,"Almonds, shelled",2005,83871.0,670203.0,253716.0,1752062.0,7.990878849661981,Other
Europe,"Almonds, shelled",2006,89789.0,623029.0,272429.0,1755988.0,6.938812103932553,Other
Europe,"Almonds, shelled",2007,95052.0,586500.0,288477.0,1572989.0,6.170306779447039,Other
Europe,"Almonds, shelled",2008,93289.0,512209.0,296103.0,1433468.0,5.490561588182958,Other
Europe,"Almonds, shelled",2009,100745.0,443835.0,317867.0,1242096.0,4.405528810362797,Other
Europe,"Almonds, shelled",2010,108593.0,535048.0,306546.0,1386065.0,4.927094748280276,Other
Europe,"Almonds, shelled",2011,109752.0,615521.0,333115.0,1643476.0,5.608289598367228,Other
Europe,"Almonds, shelled",2012,106538.0,659457.0,350023.0,1821658.0,6.189875912819839,Other
Europe,"Almonds, shelled",2013,124290.0,906673.0,361373.0,2397697.0,7.294818569474616,Other
Europe,"Almonds, shelled",2014,123884.8,1134262.0,375195.08,2900094.0,9.155780208710027,Other
Europe,"Almonds, shelled",2015,138188.29,1418208.0,367373.45,3454903.0,10.262866701657572,Other
Europe,"Almonds, shelled",2016,133325.89,1167373.0,396385.18,2919593.0,8.755786291769738,Other
Europe,"Almonds, shelled",2017,143158.7,1067796.0,415731.63,2574243.0,7.458827161744273,Other
Europe,"Almonds, shelled",2018,159872.56,1196052.0,432016.47,2761926.0,7.481283842580615,Other
Europe,"Almonds, shelled",2019,189092.99,1367699.0,458709.9,2990409.0,7.232943960534973,Other
Europe,"Almonds, shelled",2020,176052.33,1277704.0,474459.53,3009320.0,7.257523941887052,Other
Europe,"Almonds, shelled",2021,194742.73,1235445.0,505309.25,2619436.0,6.3439852157767325,Other
Europe,"Almonds, shelled",2022,185360.57,1057988.0,486822.8,2493854.0,5.70772953492752,Other
Europe,Animal oils and fats n.e.c.,1961,64352.0,12854.0,90263.0,17078.0,0.1997451516658379,Other
Europe,Animal oils and fats n.e.c.,1962,72749.0,13104.0,102374.0,17661.0,0.18012618730154367,Other
Europe,Animal oils and fats n.e.c.,1963,77861.0,13657.0,110098.0,18196.0,0.1754023195181156,Other
Europe,Animal oils and fats n.e.c.,1964,86843.0,16628.0,116713.0,21536.0,0.1914719666524648,Other
Europe,Animal oils and fats n.e.c.,1965,96995.0,20035.0,99796.0,18874.0,0.20655703902263003,Other
Europe,Animal oils and fats n.e.c.,1966,105935.0,18500.0,92494.0,16720.0,0.17463538962571387,Other
Europe,Animal oils and fats n.e.c.,1967,112330.0,15415.0,109633.0,15611.0,0.1372295913825336,Other
Europe,Animal oils and fats n.e.c.,1968,130363.0,15201.0,131010.0,15868.0,0.11660517171283263,Other
Europe,Animal oils and fats n.e.c.,1969,126062.0,16606.0,149549.0,20605.0,0.13172883184464787,Other
Europe,Animal oils and fats n.e.c.,1970,112311.0,19748.0,122105.0,21993.0,0.17583317751600466,Other
Europe,Animal oils and fats n.e.c.,1971,124352.0,22345.0,128387.0,23471.0,0.1796915208440556,Other
Europe,Animal oils and fats n.e.c.,1972,123664.0,20740.0,198440.0,32935.0,0.16771251132099885,Other
Europe,Animal oils and fats n.e.c.,1973,128235.0,34112.0,227617.0,59640.0,0.2660116192927048,Other
Europe,Animal oils and fats n.e.c.,1974,168383.0,62358.0,227285.0,85622.0,0.37033429740532003,Other
Europe,Animal oils and fats n.e.c.,1975,176496.0,50518.0,237664.0,66612.0,0.28622744991387905,Other
Europe,Animal oils and fats n.e.c.,1976,181658.0,59880.0,233169.0,76992.0,0.3296304043862643,Other
Europe,Animal oils and fats n.e.c.,1977,173861.0,66023.0,229136.0,91869.0,0.37974588895727046,Other
Europe,Animal oils and fats n.e.c.,1978,189901.0,81766.0,322303.0,125133.0,0.4305717189482941,Other
Europe,Animal oils and fats n.e.c.,1979,207862.0,104391.0,375352.0,188266.0,0.5022130067063725,Other
Europe,Animal oils and fats n.e.c.,1980,198173.0,86349.0,345961.0,154810.0,0.4357253510821353,Other
Europe,Animal oils and fats n.e.c.,1981,211054.0,81901.0,397118.0,163769.0,0.3880570849166564,Other
Europe,Animal oils and fats n.e.c.,1982,203828.0,77613.0,350893.0,136450.0,0.3807769295680672,Other
Europe,Animal oils and fats n.e.c.,1983,257089.0,88412.0,394127.0,137788.0,0.34389647164989556,Other
Europe,Animal oils and fats n.e.c.,1984,327403.0,132035.0,446284.0,189514.0,0.40327975003283417,Other
Europe,Animal oils and fats n.e.c.,1985,306584.0,120201.0,445839.0,179969.0,0.39206546982229995,Other
Europe,Animal oils and fats n.e.c.,1986,316526.0,83665.0,449048.0,122408.0,0.26432267807383913,Other
Europe,Animal oils and fats n.e.c.,1987,343596.0,96650.0,534221.0,157941.0,0.281289654128686,Other
Europe,Animal oils and fats n.e.c.,1988,294462.0,103525.0,437951.0,153969.0,0.35157337788916737,Other
Europe,Animal oils and fats n.e.c.,1989,271470.0,91631.0,438619.0,146245.0,0.33753637602681696,Other
Europe,Animal oils and fats n.e.c.,1990,280546.0,81920.0,366361.0,108839.0,0.2920020246234129,Other
Europe,Animal oils and fats n.e.c.,1991,255005.0,71049.0,303367.0,87157.0,0.27861806631242525,Other
Europe,Animal oils and fats n.e.c.,1992,214649.0,72229.0,331123.0,111986.0,0.3364981900684373,Other
Europe,Animal oils and fats n.e.c.,1993,157914.0,50507.0,140877.0,49819.0,0.31983864635181175,Other
Europe,Animal oils and fats n.e.c.,1994,153538.0,60416.0,127050.0,50251.0,0.39349216480610666,Other
