Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1999","1999","7021","Annual value","","134.880000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2000","2000","7021","Annual value","","133.570000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2001","2001","7021","Annual value","","132.230000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2002","2002","7021","Annual value","","130.880000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2003","2003","7021","Annual value","","129.530000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2004","2004","7021","Annual value","","128.240000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2005","2005","7021","Annual value","","127.390000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2006","2006","7021","Annual value","","114.340000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2007","2007","7021","Annual value","","113.460000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2008","2008","7021","Annual value","","112.580000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2009","2009","7021","Annual value","","111.710000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2010","2010","7021","Annual value","","110.840000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2011","2011","7021","Annual value","","109.980000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2012","2012","7021","Annual value","","109.120000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2013","2013","7021","Annual value","","110.250000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2014","2014","7021","Annual value","","112.450000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2015","2015","7021","Annual value","","114.310000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2016","2016","7021","Annual value","","73.240000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2017","2017","7021","Annual value","","134.390000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2018","2018","7021","Annual value","","103.440000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2019","2019","7021","Annual value","","104.320000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2020","2020","7021","Annual value","","102.860000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2021","2021","7021","Annual value","","103.560000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2022","2022","7021","Annual value","","101.360000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1991","1991","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1992","1992","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1993","1993","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1994","1994","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1995","1995","7021","Annual value","","19.960000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1996","1996","7021","Annual value","","27.020000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1997","1997","7021","Annual value","","33.770000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1998","1998","7021","Annual value","","41.140000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1999","1999","7021","Annual value","","50.970000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2000","2000","7021","Annual value","","52.200000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2001","2001","7021","Annual value","","50.350000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2002","2002","7021","Annual value","","50.970000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2003","2003","7021","Annual value","","50.970000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2004","2004","7021","Annual value","","54.680000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2005","2005","7021","Annual value","","59.400000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2006","2006","7021","Annual value","","59.720000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2007","2007","7021","Annual value","","70.090000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2008","2008","7021","Annual value","","67.980000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2009","2009","7021","Annual value","","72.160000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2010","2010","7021","Annual value","","100.430000","I"
